user_id,graduate,master,other_degree,phd
31935,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31936,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31937,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
31938,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31939,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31940,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31941,Suleyman Demirel University,unkown,unkown,unkown
31942,Süleyman Demirel Üniversitesi,Politechnika Lubelska,Süleyman Demirel Üniversitesi,unkown
31943,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
31944,Anadolu Üniversitesi,unkown,unkown,unkown
31945,Süleyman Demirel Üniversitesi,unkown,Sema - Cengiz Büberci Mesleki ve Teknik Anadolu Lisesi,unkown
31946,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31947,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
31948,Süleyman Demirel Üniversitesi,unkown,Metin - Nuran Çakallıklı Anadolu Lisesi,unkown
31949,Suleyman Demirel University,unkown,Udacity,unkown
31950,Süleyman Demirel Üniversitesi,unkown,Dumlupınar Üniversitesi,unkown
31951,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31952,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31953,Süleyman Demirel Üniversitesi,Ataturk University,Şemsettin Mursaloğlu Lisesi,unkown
31954,Pamukkale University,Suleyman Demirel University,unkown,unkown
31955,Süleyman Demirel Üniversitesi,unkown,Anadolu Üniversitesi,unkown
31956,Süleyman Demirel Üniversitesi,unkown,Manavgat Anadolu Lisesi,unkown
31957,Suleyman Demirel University,unkown,unkown,unkown
31958,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31959,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31960,Süleyman Demirel Üniversitesi,unkown,Milli Piyango Anadolu Lisesi,unkown
31961,Suleyman Demirel University,unkown,unkown,unkown
31962,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31963,Altınay Koleji,unkown,Süleyman Demirel Üniversitesi,unkown
31964,Maltepe Üniversitesi,Sakarya Üniversitesi,Süleyman Demirel Üniversitesi,unkown
31965,unkown,unkown,Suleyman Demirel University,unkown
31966,Suleyman Demirel University,Mimar Sinan Güzel Sanatlar Üniversitesi,Marmara Üniversitesi,unkown
31967,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31968,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31969,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31970,Süleyman Demirel Üniversitesi,unkown,Hoca Ahmed Yesevi Anadolu Lisesi,unkown
31971,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31972,Süleyman Demirel Üniversitesi,Akdeniz Üniversitesi,Antalya Anatolian Technical High School,unkown
31973,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31974,Maltepe Üniversitesi,unkown,unkown,unkown
31975,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31976,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31977,unkown,unkown,Eastern Mediterranean University,unkown
31978,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31979,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31980,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31981,Anadolu Üniversitesi,unkown,unkown,unkown
31982,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31983,unkown,Brandenburgische Technische Universität Cottbus-Senftenberg,Süleyman Demirel Üniversitesi,unkown
31984,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
31985,Suleyman Demirel University,unkown,unkown,unkown
31986,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31987,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31988,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31989,Suleyman Demirel University,unkown,unkown,unkown
31990,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
31991,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31992,Politechnika Lubelska,unkown,Sezai Türkeş Fevzi Akkaya Anadolu Teknik Lisesi,unkown
31993,Suleyman Demirel University,unkown,unkown,unkown
31994,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31995,Süleyman Demirel University,Hacettepe University,unkown,unkown
31996,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31997,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31998,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
31999,Anadolu Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32000,Suleyman Demirel University,unkown,unkown,unkown
32001,Süleyman Demirel Üniversitesi,Kielce University of Technology,Anadolu Üniversitesi,unkown
32002,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32003,Fırat Üniversitesi,unkown,unkown,unkown
32004,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32005,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32006,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32007,unkown,Süleyman Demirel Üniversitesi,unkown,unkown
32008,Ahmet Yesevi University,unkown,Süleyman Demirel Üniversitesi,unkown
32009,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32010,Suleyman Demirel University,Bahçeşehir Üniversitesi,unkown,unkown
32011,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32012,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32013,Anadolu Üniversitesi,unkown,unkown,unkown
32014,Beykent Üniversitesi,unkown,unkown,unkown
32015,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32016,unkown,unkown,Anadolu Üniversitesi,unkown
32017,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32018,Sivas Cumhuriyet Üniversitesi,unkown,unkown,unkown
32019,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32020,Suleyman Demirel University,unkown,Udacity,unkown
32021,Suleyman Demirel University,unkown,unkown,unkown
32022,Suleyman Demirel University,unkown,unkown,unkown
32023,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32024,Süleyman Demirel University,unkown,Anatolian vocational high school,unkown
32025,Anadolu Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32026,Süleyman Demirel Üniversitesi,unkown,Sivas Cumhuriyet Üniversitesi,unkown
32027,Suleyman Demirel University,unkown,unkown,unkown
32028,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32029,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32030,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32031,Süleyman Demirel Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32032,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32033,Suleyman Demirel University,unkown,unkown,unkown
32034,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32035,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32036,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32037,Süleyman Demirel Üniversitesi,unkown,Antalya Anadolu Lisesi,unkown
32038,Suleyman Demirel University,Ankara Üniversitesi,unkown,unkown
32039,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32040,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32041,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32042,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32043,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32044,Yaşar Üniversitesi,unkown,unkown,unkown
32045,Anadolu Üniversitesi,unkown,unkown,unkown
32046,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32047,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32048,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32049,Anadolu Üniversitesi,unkown,unkown,unkown
32050,Suleyman Demirel University,Süleyman Demirel Üniversitesi,unkown,unkown
32051,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32052,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32053,Süleyman Demirel Üniversitesi,unkown,Kurtköy Ticaret Meslek Lisesi,unkown
32054,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32055,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32056,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32057,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32058,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32059,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32060,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32061,Cyprus International University,Süleyman Demirel Üniversitesi,Balıkesir Üniversitesi,unkown
32062,Suleyman Demirel University,unkown,unkown,unkown
32063,Süleyman Demirel Üniversitesi,Gazi Üniversitesi,unkown,unkown
32064,Yalova University,Süleyman Demirel Üniversitesi,unkown,unkown
32065,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32066,Dumlupınar Üniversitesi,unkown,unkown,unkown
32067,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32068,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32069,Süleyman Demirel Üniversitesi,unkown,Hulusi Uçaçelik Anadolu Lisesi,unkown
32070,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32071,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32072,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32073,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32074,Anadolu Üniversitesi,unkown,unkown,unkown
32075,Recep Gencer ATL ve EML,unkown,Süleyman Demirel Üniversitesi,unkown
32076,Suleyman Demirel University,unkown,unkown,unkown
32077,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32078,Orta Doğu Teknik Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32079,Eskişehir Osmangazi Üniversitesi,unkown,unkown,unkown
32080,Suleyman Demirel University,unkown,unkown,unkown
32081,unkown,unkown,Suleyman Demirel University,unkown
32082,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32083,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32084,Süleyman Demirel Üniversitesi,Ege Üniversitesi,unkown,unkown
32085,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32086,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32087,Suleyman Demirel University,unkown,Hacı Fahri Zümbül Anadolu Lisesi,unkown
32088,Atatürk Üniversitesi,unkown,unkown,unkown
32089,unkown,unkown,"Antalya Teknik Lise Bilgisayar Bölümü,Süleyman Demirel Üniversitesi",unkown
32090,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32091,Süleyman Demirel Üniversitesi,unkown,Aldemir Atilla Konuk Anadolu Lisesi,unkown
32092,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32093,Gebze Teknik Üniversitesi,unkown,unkown,unkown
32094,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32095,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32096,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32097,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32098,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32099,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32100,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32101,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32102,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32103,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32104,Süleyman Demirel Anadolu Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32105,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32106,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32107,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32108,Süleyman Demirel Üniversitesi,Politechnika Opolska,unkown,unkown
32109,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32110,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32111,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32112,Suleyman Demirel University,unkown,Anadolu Üniversitesi,unkown
32113,Yildiz Technical University,unkown,Avcılar Süleyman Nazif Anatolian High School,unkown
32114,unkown,Ostim Teknik Üniversitesi,Süleyman Demirel Üniversitesi,unkown
32115,Süleyman Demirel Üniversitesi,unkown,Erciyes Üniversitesi,unkown
32116,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32117,Anadolu Üniversitesi,Karabuk University,unkown,unkown
32118,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32119,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32120,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32121,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32122,Sişli Endüstri Meslek Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32123,unkown,Süleyman Demirel Üniversitesi,Anadolu Üniversitesi,unkown
32124,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32125,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32126,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32127,Süleyman Demirel Üniversitesi,unkown,Trakya Üniversitesi,unkown
32128,Suleyman Demirel University,unkown,unkown,unkown
32129,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32130,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32131,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32132,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32133,Sakarya Üniversitesi,Ahmet Yesevi Üniversitesi,unkown,unkown
32134,Anadolu Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32135,Suleyman Demirel University,Süleyman Demirel Üniversitesi,Anadolu Üniversitesi,unkown
32136,Konya Technical University,Süleyman Demirel University,Selçuk University,unkown
32137,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32138,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32139,Suleyman Demirel University,unkown,New York University,unkown
32140,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32141,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32142,Suleyman Demirel University,unkown,unkown,unkown
32143,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32144,Süleyman Demirel Üniversitesi,Yıldız Teknik Üniversitesi,Denizli Anadolu Lisesi,unkown
32145,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32146,Işık Üniversitesi,Süleyman Demirel Üniversitesi,Anadolu Üniversitesi,unkown
32147,Dokuz Eylül Üniversitesi,unkown,unkown,unkown
32148,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32149,Düzce Arsal Anadolu Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32150,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32151,Sişli Endüstri Meslek Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32152,Suleyman Demirel University,unkown,unkown,unkown
32153,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32154,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32155,Beykent Üniversitesi,unkown,Anadolu Üniversitesi,unkown
32156,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32157,unkown,unkown,Aksu Anadolu Öğretmen Lisesi,unkown
32158,Suleyman Demirel University,unkown,IMKB Technical Highschool,unkown
32159,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32160,Anadolu Üniversitesi,unkown,unkown,unkown
32161,Süleyman Demirel Üniversitesi,Izmir Kâtip Çelebi University,unkown,unkown
32162,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32163,Suleyman Demirel University,unkown,unkown,unkown
32164,Suleyman Demirel University,Düzce Üniversitesi,unkown,unkown
32165,Anadolu Üniversitesi,unkown,unkown,unkown
32166,Suleyman Demirel University,unkown,unkown,unkown
32167,Süleyman Demirel Üniversitesi,Kahramanmaraş Sütçü İmam Üniversitesi,unkown,unkown
32168,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32169,Near East Univercity,unkown,Süleyman Demirel Üniversitesi,unkown
32170,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32171,unkown,unkown,Anadolu Üniversitesi,unkown
32172,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32173,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32174,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32175,Süleyman Demirel Üniversitesi,unkown,Isparta Anadolu Meslek Lisesi,unkown
32176,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32177,Anadolu Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32178,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32179,Süleyman Demirel Üniversitesi,unkown,75.Yıl DMO Anadolu Bilgisayar Teknik Lisesi,unkown
32180,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32181,Suleyman Demirel University,unkown,unkown,unkown
32182,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32183,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32184,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32185,Anadolu University,Hacettepe University,Suleyman Demirel University,unkown
32186,Konya Technical University,Süleyman Demirel University,Selçuk University,unkown
32187,Süleyman Demirel Üniversitesi,Düzce Üniversitesi,unkown,unkown
32188,Suleyman Demirel University,unkown,unkown,unkown
32189,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32190,Anadolu Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32191,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32192,Anadolu University,unkown,unkown,unkown
32193,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32194,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32195,Doğu Akdeniz Üniversitesi,unkown,Doğu Akdeniz Üniversitesi,unkown
32196,Anadolu Üniversitesi,unkown,unkown,unkown
32197,Süleyman Demirel Üniversitesi,unkown,Anadolu Üniversitesi,unkown
32198,Pamukkale Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32199,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32200,Yildiz Technical University,unkown,Avcılar Süleyman Nazif Anatolian High School,unkown
32201,Anadolu Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32202,Süleyman Demirel Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32203,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32204,Anadolu Üniversitesi,unkown,unkown,unkown
32205,Süleyman Demirel Üniversitesi,TOBB Ekonomi ve Teknoloji Üniversitesi,unkown,TOBB Ekonomi ve Teknoloji Üniversitesi
32206,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32207,Süleyman Demirel Üniversitesi,Ataturk University,Şemsettin Mursaloğlu Lisesi,unkown
32208,Maltepe Üniversitesi,Sakarya Üniversitesi,Süleyman Demirel Üniversitesi,unkown
32209,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32210,Anadolu Üniversitesi,unkown,unkown,unkown
32211,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32212,unkown,Süleyman Demirel Üniversitesi,Anadolu Üniversitesi,unkown
32213,Suleyman Demirel University,Süleyman Demirel Üniversitesi,Anadolu Üniversitesi,unkown
32214,Suleyman Demirel University,unkown,Anadolu Üniversitesi,unkown
32215,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32216,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32217,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32218,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32219,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32220,Dokuz Eylül Üniversitesi,unkown,unkown,unkown
32221,Süleyman Demirel Üniversitesi,Düzce Üniversitesi,unkown,unkown
32222,Sişli Endüstri Meslek Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32223,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32224,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32225,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32226,Suleyman Demirel University,Ankara Üniversitesi,unkown,unkown
32227,Süleyman Demirel Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32228,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32229,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32230,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32231,Suleyman Demirel University,unkown,New York University,unkown
32232,Süleyman Demirel Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32233,Suleyman Demirel University,unkown,New York University,unkown
32234,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32235,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32236,Işık Üniversitesi,Süleyman Demirel Üniversitesi,Anadolu Üniversitesi,unkown
32237,Sakarya Üniversitesi,Ahmet Yesevi Üniversitesi,unkown,unkown
32238,Yildiz Technical University,unkown,Avcılar Süleyman Nazif Anatolian High School,unkown
32239,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32240,Süleyman Demirel Üniversitesi,TOBB Ekonomi ve Teknoloji Üniversitesi,unkown,TOBB Ekonomi ve Teknoloji Üniversitesi
32241,Anadolu Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32242,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32243,Suleyman Demirel University,unkown,unkown,unkown
32244,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32245,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32246,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32247,Süleyman Demirel Üniversitesi,unkown,Atatürk Anadolu Öğretmen Lisesi,unkown
32248,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32249,Suleyman Demirel University,unkown,unkown,unkown
32250,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32251,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32252,Süleyman Demirel Üniversitesi,unkown,Hayrullah Kefoğlu Anatolian High School,unkown
32253,Süleyman Demirel Üniversitesi,unkown,Borusan Asım Kocabıyık Anadolu Teknik Lisesi,unkown
32254,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32255,Süleyman Demirel Üniversitesi,Gazi Üniversitesi,unkown,unkown
32256,Anadolu Üniversitesi,unkown,unkown,unkown
32257,Süleyman Demirel Üniversitesi,unkown,Rahim Usta Lisesi,unkown
32258,Suleyman Demirel University,unkown,Süleyman Demirel Üniversitesi,unkown
32259,Anadolu Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32260,Süleyman Demirel Üniversitesi,Sakarya Üniversitesi,unkown,unkown
32261,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32262,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32263,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32264,Sişli Endüstri Meslek Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32265,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32266,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32267,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32268,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32269,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32270,Anadolu Üniversitesi,unkown,unkown,unkown
32271,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32272,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32273,Süleyman Demirel Üniversitesi,Ondokuz Mayıs Üniversitesi,unkown,unkown
32274,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32275,Eyüp İ.M.K.B Ticaret Meslek Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32276,Süleyman Demirel Üniversitesi,İstanbul Şehir Üniversitesi,unkown,unkown
32277,Bahcesehir University,unkown,Suleyman Demirel University,unkown
32278,Avrasya Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32279,Anadolu Üniversitesi,unkown,Süleyman Demirel Üniversitesi,unkown
32280,Süleyman Demirel University,Süleyman Demirel University,unkown,Yildiz Technical University
32281,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32282,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,unkown,unkown
32283,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32284,Süleyman Demirel Üniversitesi,Hacettepe Üniversitesi,unkown,unkown
32285,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32286,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32287,Technische Universität Clausthal,unkown,unkown,unkown
32288,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32289,Süleyman Demirel Üniversitesi,Süleyman Demirel Üniversitesi,Hochschule Schmalkalden,unkown
32290,Suleyman Demirel University,unkown,unkown,unkown
32291,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32292,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32293,Gebze Teknik Üniversitesi,unkown,unkown,unkown
32294,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32295,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32296,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32297,unkown,Süleyman Demirel Üniversitesi,Atatürk Üniversitesi,unkown
32298,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32299,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32300,İstanbul Teknik Üniversitesi,unkown,unkown,unkown
32301,Suleyman Demirel University,unkown,unkown,unkown
32302,Süleyman Demirel Üniversitesi,Kielce University of Technology,unkown,unkown
32303,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32304,Anadolu University,unkown,unkown,unkown
32305,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32306,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32307,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32308,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32309,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32310,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32311,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32312,Nişantaşı Üniversitesi,unkown,unkown,unkown
32313,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32314,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32315,unkown,Sakarya Üniversitesi,Anadolu üniversitesi,unkown
32316,unkown,unkown,Süleyman Demirel Üniversitesi,unkown
32317,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32318,Kırıkkale Üniversitesi,unkown,unkown,unkown
32319,Anadolu University,unkown,unkown,unkown
32320,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32321,Çukurova Üniversitesi,Kahramanmaraş Sütçü İmam Üniversitesi,unkown,unkown
32322,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32323,Süleyman Demirel Üniversitesi,Isparta Uygulamalı Bilimler Üniversitesi,unkown,unkown
32324,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32325,Söke Hilmi Fırat Anadolu Lisesi,unkown,Süleyman Demirel Üniversitesi,unkown
32326,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32327,Suleyman Demirel University,Bursa Teknik Üniversitesi,unkown,unkown
32328,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32329,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32330,Vilnius Gediminas Technical University,unkown,Suleyman Demirel University,unkown
32331,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
32332,Süleyman Demirel Üniversitesi,unkown,unkown,unkown
